sep=,
"type","message","id","userId","createdAt","_rid","_self","_etag","_attachments","_ts"
"1","/chat","62b0d560-ea7b-479d-9995-c1b2188e71a4","9250399f97714bbc9cf82b2e39c83b3a","2025-06-24T11:33:38.1324141Z","rdhqAIkad7QRAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QRAgAAAAAAAA==/","""2d003fc3-0000-1600-0000-685a8d120000""","attachments/","1750764818"
"1","/metrics","6eca7dd1-44d6-4704-9296-692e5caece91","9250399f97714bbc9cf82b2e39c83b3a","2025-06-24T11:33:39.5134014Z","rdhqAIkad7QSAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QSAgAAAAAAAA==/","""2d0042c3-0000-1600-0000-685a8d130000""","attachments/","1750764819"
"1","/chat","29078fee-4c3d-4a35-b789-7d1ad6b7fa61","9250399f97714bbc9cf82b2e39c83b3a","2025-06-24T11:44:25.602821Z","rdhqAIkad7QTAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QTAgAAAAAAAA==/","""2d00b0c8-0000-1600-0000-685a8f990000""","attachments/","1750765465"
"1","/chat/8ac93b5b-21a0-478b-865f-c4ee9dc35d5f","a10da819-93c9-4aea-a8be-e8fa925d20b2","9250399f97714bbc9cf82b2e39c83b3a","2025-06-24T11:44:27.2857406Z","rdhqAIkad7QUAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QUAgAAAAAAAA==/","""2d00b1c8-0000-1600-0000-685a8f9b0000""","attachments/","1750765467"
"1","/chat/","f6d7dfcd-b414-4f11-bec2-0ed5264f3d5e","e6c6fdc37f5247779986718dd20d086e","2025-06-24T16:02:49.1378574Z","rdhqAIkad7QVAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QVAgAAAAAAAA==/","""2e00a7cc-0000-1600-0000-685acc290000""","attachments/","1750780969"
"1","/chat/","8cd4b15e-4538-41a1-849e-13269c0a736d","5ad89397a2ca40348550c3a20d0b2580","2025-06-24T17:42:17.2283099Z","rdhqAIkad7QWAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QWAgAAAAAAAA==/","""2f003f31-0000-1600-0000-685ae3790000""","attachments/","1750786937"
"1","/chat/ff8d461b-96ac-46c6-b07e-ff50f6f0b951","b1122090-a82c-4e78-a415-769fca670b76","5ad89397a2ca40348550c3a20d0b2580","2025-06-24T17:42:32.3116045Z","rdhqAIkad7QXAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QXAgAAAAAAAA==/","""2f005f31-0000-1600-0000-685ae3880000""","attachments/","1750786952"
"1","/chat/","08a4fba3-1ca6-4980-bd7b-ce70e9ea13d1","e6c6fdc37f5247779986718dd20d086e","2025-06-24T18:36:44.8633095Z","rdhqAIkad7QYAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QYAgAAAAAAAA==/","""2f001b61-0000-1600-0000-685af03c0000""","attachments/","1750790204"
"1","/chat/4017998d-64d7-4dc9-a71b-3986cef79795","c54174cc-2469-4c0b-a95e-596391e0bc9b","e6c6fdc37f5247779986718dd20d086e","2025-06-24T18:38:11.3798183Z","rdhqAIkad7QZAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QZAgAAAAAAAA==/","""2f00d161-0000-1600-0000-685af0930000""","attachments/","1750790291"
"1","/metrics","d71ce372-8891-4001-9fd5-f4e47d64fb8b","e6c6fdc37f5247779986718dd20d086e","2025-06-24T18:39:23.5910631Z","rdhqAIkad7QaAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QaAgAAAAAAAA==/","""2f006b62-0000-1600-0000-685af0db0000""","attachments/","1750790363"
"1","/chat/","200140d6-45c6-4a12-8ff8-8c4e5f21c0db","d3783880869743338e48c0694ca42fd9","2025-06-24T19:32:46.6401453Z","rdhqAIkad7QbAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QbAgAAAAAAAA==/","""2f005196-0000-1600-0000-685afd5e0000""","attachments/","1750793566"
"1","/chat/","7a246894-0ff7-404f-84c6-fd8d064d014a","574a8d9990e8493287c906ad9d943125","2025-06-24T19:33:52.2683194Z","rdhqAIkad7QcAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QcAgAAAAAAAA==/","""2f00bb96-0000-1600-0000-685afda00000""","attachments/","1750793632"
"1","/chat/062b97c8-ab0e-4a92-bc9f-f69a97893e61","4adff56e-9f3e-49df-add2-800eacd1cfc2","574a8d9990e8493287c906ad9d943125","2025-06-24T19:34:29.4851718Z","rdhqAIkad7QdAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QdAgAAAAAAAA==/","""2f00f196-0000-1600-0000-685afdc50000""","attachments/","1750793669"
"1","/chat/","12ddaecc-716e-4e14-8b6d-46c91b1ffafa","90d6086d99f54dbaa068194917cd7aa7","2025-06-24T19:42:11.9425552Z","rdhqAIkad7QeAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QeAgAAAAAAAA==/","""2f00e299-0000-1600-0000-685aff930000""","attachments/","1750794131"
"1","/chat/24af1796-4cd6-44b3-8d8c-1690e03fb8a8","d534ffab-7650-4fae-933e-c1a2d4219fbf","90d6086d99f54dbaa068194917cd7aa7","2025-06-24T19:45:11.7193978Z","rdhqAIkad7QfAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QfAgAAAAAAAA==/","""2f00e09a-0000-1600-0000-685b00470000""","attachments/","1750794311"
"1","/metrics","7452ab28-6b06-4f86-8e1f-5fb2f6ee9b71","90d6086d99f54dbaa068194917cd7aa7","2025-06-24T19:46:39.0743749Z","rdhqAIkad7QgAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QgAgAAAAAAAA==/","""2f00809b-0000-1600-0000-685b009f0000""","attachments/","1750794399"
"1","/chat","2218e40d-512f-4b53-b29e-c8646fa12d50","90d6086d99f54dbaa068194917cd7aa7","2025-06-24T19:46:56.7818019Z","rdhqAIkad7QhAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QhAgAAAAAAAA==/","""2f00989b-0000-1600-0000-685b00b00000""","attachments/","1750794416"
"1","/chat/24af1796-4cd6-44b3-8d8c-1690e03fb8a8","7d16793c-d375-458b-820a-e7e21caca47f","90d6086d99f54dbaa068194917cd7aa7","2025-06-24T19:47:01.3521809Z","rdhqAIkad7QiAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QiAgAAAAAAAA==/","""2f00a49b-0000-1600-0000-685b00b50000""","attachments/","1750794421"
"1","/chat/","225b6990-a6bc-4c33-91db-feeb3dc349a2","d3783880869743338e48c0694ca42fd9","2025-06-24T19:58:01.2720316Z","rdhqAIkad7QjAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QjAgAAAAAAAA==/","""2f0093a0-0000-1600-0000-685b03490000""","attachments/","1750795081"
"1","/chat/76e63044-a08a-4512-9dd8-7c1786918455","2bdd0854-d10d-4a8e-aeb1-4d8549a1e16a","d3783880869743338e48c0694ca42fd9","2025-06-24T19:58:02.5930253Z","rdhqAIkad7QkAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QkAgAAAAAAAA==/","""2f0095a0-0000-1600-0000-685b034a0000""","attachments/","1750795082"
"1","/chat/4d05b34c-10e5-4e7d-829a-da7b2f3cdc7a","b2928081-4432-4ee6-ad76-e90efc3ebc3d","d3783880869743338e48c0694ca42fd9","2025-06-24T19:58:08.2617689Z","rdhqAIkad7QlAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QlAgAAAAAAAA==/","""2f00aea0-0000-1600-0000-685b03500000""","attachments/","1750795088"
"1","/chat/","4389af99-6257-4f07-971e-d73e90bcdc35","bf0bc8a3dade408a906a467797eb0563","2025-06-24T20:11:39.6320347Z","rdhqAIkad7QmAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QmAgAAAAAAAA==/","""2f001eb0-0000-1600-0000-685b067b0000""","attachments/","1750795899"
"1","/chat/e160b5dd-4c58-40e3-b832-2bcc183fac3d","c0f30f89-8b42-4578-a753-a21b3fdacb5c","bf0bc8a3dade408a906a467797eb0563","2025-06-24T20:12:39.5022326Z","rdhqAIkad7QnAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QnAgAAAAAAAA==/","""2f0089b0-0000-1600-0000-685b06b70000""","attachments/","1750795959"
"1","/chat/a0f57df8-27bc-42f8-8dfc-30e8d1f580c1","3543d0b6-09e7-4561-83b5-6951c145532c","bf0bc8a3dade408a906a467797eb0563","2025-06-24T20:14:50.2310751Z","rdhqAIkad7QoAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QoAgAAAAAAAA==/","""2f002eb4-0000-1600-0000-685b073a0000""","attachments/","1750796090"
"1","/chat/e160b5dd-4c58-40e3-b832-2bcc183fac3d","0a54dc49-5e2e-42c8-bb5d-c5b808288cc5","bf0bc8a3dade408a906a467797eb0563","2025-06-24T20:14:50.6665421Z","rdhqAIkad7QpAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QpAgAAAAAAAA==/","""2f002fb4-0000-1600-0000-685b073a0000""","attachments/","1750796090"
"1","/chat/a0f57df8-27bc-42f8-8dfc-30e8d1f580c1","36d1026b-a106-45b8-9934-c44d638e8f9a","bf0bc8a3dade408a906a467797eb0563","2025-06-24T20:14:51.0251311Z","rdhqAIkad7QqAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QqAgAAAAAAAA==/","""2f0030b4-0000-1600-0000-685b073b0000""","attachments/","1750796091"
"1","/chat/e160b5dd-4c58-40e3-b832-2bcc183fac3d","f4e39e9c-684a-4331-ae46-0cfc16081f7e","bf0bc8a3dade408a906a467797eb0563","2025-06-24T20:14:55.7033633Z","rdhqAIkad7QrAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QrAgAAAAAAAA==/","""2f0034b4-0000-1600-0000-685b073f0000""","attachments/","1750796095"
"1","/chat/","35fd3933-3a4e-498c-8177-e56ee14da251","9250399f97714bbc9cf82b2e39c83b3a","2025-06-25T05:50:32.478911Z","rdhqAIkad7QsAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QsAgAAAAAAAA==/","""31007168-0000-1600-0000-685b8e280000""","attachments/","1750830632"
"1","/chat/eb1b52e9-3187-412d-93f7-77874580d536","5568de78-0723-4f50-9c72-a4cc7591174e","9250399f97714bbc9cf82b2e39c83b3a","2025-06-25T05:51:05.5330823Z","rdhqAIkad7QtAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QtAgAAAAAAAA==/","""3100c468-0000-1600-0000-685b8e4a0000""","attachments/","1750830666"
"1","/chat/","9b3ff87b-e241-43ea-b94f-25939c7170fc","5ad89397a2ca40348550c3a20d0b2580","2025-06-25T05:53:07.6966906Z","rdhqAIkad7QuAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QuAgAAAAAAAA==/","""3100f269-0000-1600-0000-685b8ec30000""","attachments/","1750830787"
"1","/chat/c509baaf-3af9-4d83-b2a9-434066e7b172","4b524bee-7491-4a3a-921e-77e1f8b28a3d","5ad89397a2ca40348550c3a20d0b2580","2025-06-25T05:53:35.0623739Z","rdhqAIkad7QvAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QvAgAAAAAAAA==/","""3100516a-0000-1600-0000-685b8edf0000""","attachments/","1750830815"
"1","/chat/c509baaf-3af9-4d83-b2a9-434066e7b172","6866636e-c892-459c-b977-aaf7d2556c81","5ad89397a2ca40348550c3a20d0b2580","2025-06-25T05:53:40.4687817Z","rdhqAIkad7QwAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QwAgAAAAAAAA==/","""3100556a-0000-1600-0000-685b8ee40000""","attachments/","1750830820"
"1","/chat/c509baaf-3af9-4d83-b2a9-434066e7b172","a4fbd490-b468-4de2-a2ec-8ba309a75369","5ad89397a2ca40348550c3a20d0b2580","2025-06-25T05:53:45.3576416Z","rdhqAIkad7QxAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QxAgAAAAAAAA==/","""3100606a-0000-1600-0000-685b8ee90000""","attachments/","1750830825"
"1","/chat/","adf3297a-5ef8-4475-9553-6753a471c044","c2b2a951774a41c283448dcc9bec891e","2025-06-25T07:09:06.7700417Z","rdhqAIkad7QyAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QyAgAAAAAAAA==/","""31000aad-0000-1600-0000-685ba0920000""","attachments/","1750835346"
"1","/chat/f8997a03-cdab-4469-bd3c-d31eecd4c425","dd19c0a3-0626-41e2-b9b9-5f56ae3254f2","c2b2a951774a41c283448dcc9bec891e","2025-06-25T07:09:45.1151216Z","rdhqAIkad7QzAgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7QzAgAAAAAAAA==/","""310082b0-0000-1600-0000-685ba0b90000""","attachments/","1750835385"
"1","/chat/","11e90c3b-44ce-4c39-ba10-d18d031c62c3","a31b03cff7ce4570a611100887b0c69f","2025-06-25T07:11:00.8702867Z","rdhqAIkad7Q0AgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7Q0AgAAAAAAAA==/","""3100f1b7-0000-1600-0000-685ba1050000""","attachments/","1750835461"
"1","/chat/","ca55b6e1-c77b-4815-b920-909ff20e2d3a","574a8d9990e8493287c906ad9d943125","2025-06-25T07:48:24.0513345Z","rdhqAIkad7Q1AgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7Q1AgAAAAAAAA==/","""310007df-0000-1600-0000-685ba9c80000""","attachments/","1750837704"
"1","/metrics","b7b02321-7a85-49fb-8973-b7ed2a246c37","574a8d9990e8493287c906ad9d943125","2025-06-25T07:48:30.5639708Z","rdhqAIkad7Q2AgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7Q2AgAAAAAAAA==/","""31001adf-0000-1600-0000-685ba9ce0000""","attachments/","1750837710"
"1","/chat","d516888d-fcaa-4314-a4b5-e273914747d0","574a8d9990e8493287c906ad9d943125","2025-06-25T07:48:41.3343099Z","rdhqAIkad7Q3AgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7Q3AgAAAAAAAA==/","""31003ddf-0000-1600-0000-685ba9d90000""","attachments/","1750837721"
"1","/chat/","798041bd-b0c9-42d8-b555-db6e65d5b73e","574a8d9990e8493287c906ad9d943125","2025-06-25T08:04:05.338441Z","rdhqAIkad7Q4AgAAAAAAAA==","dbs/rdhqAA==/colls/rdhqAIkad7Q=/docs/rdhqAIkad7Q4AgAAAAAAAA==/","""3100d5e7-0000-1600-0000-685bad750000""","attachments/","1750838645"
